Collection Name,Movies,Year,Style,Movie Type
,Revenge of the Nerds III: The Next Generation,1992,Live-Action,Sequel
,Revenge of the Nerds IV: Nerds in Love,1994,Live-Action,Sequel
Ride Along,,,,
,Ride Along,2014,Live-Action,Original
,Ride Along 2,2016,Live-Action,Sequel
The Ring,,,,
,The Ring,2003,Live-Action,Original
,The Ring Two,2005,Live-Action,Sequel
,Rings,2017,Live-Action,Sequel
Ringu,,,,
,Ringu,1995,Live-Action,TV Movie
,Rasen,1998,Live-Action,Spin-Off
,Ringu,1998,Live-Action,Original
,Ring,1999,Live-Action,Remake
,Ringu 2,1999,Live-Action,Sequel
,Ringu 0,2000,Live-Action,Prequel
,The Ring,2003,Live-Action,Reboot
,The Ring Two,2005,Live-Action,Sequel
,Sadako 3D,2012,Live-Action,Spin-Off
,Sadako 2 3D,2013,Live-Action,Sequel
,Sadako vs. Kayako,2016,Live-Action,Spin-Off
,Rings,2017,Live-Action,Original
Rio,,,,
,Rio,2011,Animated,Original
,Rio 2,2014,Animated,Sequel
RoboCop,,,,
,RoboCop,1987,Live-Action,Original
,RoboCop 2,1990,Live-Action,Sequel
,RoboCop 3,1993,Live-Action,Sequel
,RoboCop: Prime Directives,2001,Live-Action,Spin-Off
,RoboCop,2014,Live-Action,Remake
Rocky,,,,
,Rocky,1976,Live-Action,Original
,Rocky II,1979,Live-Action,Sequel
,Rocky III,1982,Live-Action,Sequel
,Rocky IV,1985,Live-Action,Sequel
,Rocky V,1990,Live-Action,Sequel
,Rocky Balboa,2006,Live-Action,Sequel
,Creed,2015,Live-Action,Spin-Off
,Creed II,2018,Live-Action,Spin-Off
Rush Hour,,,,
,Rush Hour,1998,Live-Action,Original
,Rush Hour 2,2001,Live-Action,Sequel
,Rush Hour 3,2007,Live-Action,Sequel
S,,,,
The Sandlot,,,,
,The Sandlot,1993,Live-Action,Original
,The Sandlot 2,2005,Live-Action,Sequel
,The Sandlot: Heading Home,2007,Live-Action,Sequel
The Santa Clause,,,,
,The Santa Clause,1994,Live-Action,Original
,The Santa Clause 2,2002,Live-Action,Sequel
,The Santa Clause 3: The Escape Clause,2006,Live-Action,Sequel
Saw,,,,
,Saw,2004,Live-Action,Original
,Saw II,2005,Live-Action,Sequel
,Saw III,2006,Live-Action,Sequel
,Saw IV,2007,Live-Action,Sequel
,Saw V,2008,Live-Action,Sequel
,Saw VI,2009,Live-Action,Sequel
,Saw 3D: The Final Chapter,2010,Live-Action,Sequel
,Jigsaw,2017,Live-Action,Reboot
Scary Movie,,,,
,Scary Movie,2000,Live-Action,Original
,Scary Movie 2,2001,Live-Action,Sequel
,Scary Movie 3,2003,Live-Action,Sequel
,Scary Movie 4,2006,Live-Action,Sequel
,Scary Movie 5,2013,Live-Action,Sequel
Scooby Doo,,,,
,"Scooby-Doo, Where Are You!",1969 - 1970,Animated,TV Show
,The New Scooby-Doo Movies,1972 - 1973,Animated,TV Show
,The Scooby-Doo Show,1976 - 1978,Animated,TV Show
,Scooby's All-Star Laff-A-Lympics,1977 - 1978,Animated,TV Show
,Scooby-Doo and Scrappy-Doo,1979 - 1980,Animated,TV Show
,Scooby-Doo and Scrappy-Doo,1980 - 1982,Animated,TV Show
,The New Scooby and Scrappy-Doo Show,1983 - 1984,Animated,TV Show
,The 13 Ghosts of Scooby-Doo,1985,Animated,TV Show
,Scooby-Doo Meets the Boo Brothers,1987,Animated,Original
,A Pup Named Scooby-Doo,1988 - 1991,Animated,TV Show
,Scooby-Doo and the Ghoul School,1988,Animated,Original
,Scooby-Doo! and the Reluctant Werewolf,1988,Animated,Original
,Scooby-Doo! in Arabian Nights,1994,Animated,Original
,Scooby-Doo on Zombie Island,1998,Animated,Original
,Scooby-Doo! and the Witch's Ghost,1999,Animated,Original
,Scooby-Doo and the Alien Invaders,2000,Animated,Original
,Scooby-Doo and the Cyber Chase,2001,Animated,Original
,"What's New, Scooby-Doo?",2002 - 2006,Animated,TV Show
,Scooby-Doo,2002,Live-Action,Original
,Scooby-Doo! and the Legend of the Vampire,2003,Animated,Original
,Scooby-Doo! and the Monster of Mexico,2003,Animated,Original
,Scooby-Doo 2: Monsters Unleashed,2004,Live-Action,Sequel
,Scooby-Doo! and the Loch Ness Monster,2004,Animated,Original
,"Aloha, Scooby-Doo!",2005,Animated,Original
,Scooby-Doo! in Where's My Mummy?,2005,Animated,Original
,Shaggy & Scooby-Doo Get a Clue!,2006 - 2008,Animated,TV Show
,Scooby-Doo! Pirates Ahoy!,2006,Animated,Original
,"Chill Out, Scooby-Doo!",2007,Animated,Original
,Scooby-Doo! and the Goblin King,2008,Animated,Original
,Scooby-Doo! The Mystery Begins,2009,Live-Action,TV Movie
,Scooby-Doo! and the Samurai Sword,2009,Animated,Original
,Scooby-Doo! Mystery Incorporated,2010 - 2013,Animated,TV Show
,Scooby-Doo! Abracadabra-Doo,2010,Animated,Original
,Scooby-Doo! Camp Scare,2010,Animated,Original
,Scooby-Doo! Curse of the Lake Monster,2010,Live-Action,TV Movie
,Scooby-Doo! Legend of the Phantosaur,2011,Animated,Original
,Big Top Scooby-Doo!,2012,Animated,Original
,Scooby-Doo! Music of the Vampire,2012,Animated,Original
,Scooby-Doo! Adventures: The Mystery Map,2013,Animated,Original
,Scooby-Doo! Mask of the Blue Falcon,2013,Animated,Original
,Scooby-Doo! Stage Fright,2013,Animated,Original
,Scooby-Doo! Frankencreepy,2014,Animated,Original
,Scooby-Doo! WrestleMania Mystery,2014,Animated,Original
,"Be Cool, Scooby-Doo!",2015 - 2018,Animated,TV Show
,Scooby-Doo! Moon Monster Madness,2015,Animated,Original
,Scooby-Doo! and Kiss: Rock and Roll Mystery,2015,Animated,Original
,Lego Scooby-Doo! Haunted Hollywood,2016,Animated,Original
,Scooby-Doo! and WWE: Curse of the Speed Demon,2016,Animated,Original
,Lego Scooby-Doo! Blowout Beach Bash,2017,Animated,Original
,Scooby-Doo! Shaggy's Showdown,2017,Animated,Original
,Daphne & Velma,2018,Live-Action,Spin-Off
,Scooby-Doo! & Batman: The Brave and the Bold,2018,Animated,Original
,Scooby-Doo! and the Gourmet Ghost,2018,Animated,Original
,Scooby-Doo and Guess Who?,2019 - ,Animated,TV Show
,Scooby-Doo! Return to Zombie Island,2019,Animated,Original
,Scooby-Doo! and the Curse of the 13th Ghost,2019,Animated,Original
The Scorpion King,,,,
,The Scorpion King,2002,Live-Action,Original
,The Scorpion King 2: Rise of a Warrior,2008,Live-Action,Sequel
,The Scorpion King 3: Battle for Redemption,2012,Live-Action,Sequel
,The Scorpion King 4: Quest for Power,2015,Live-Action,Sequel
Scream,,,,
,Scream,1996,Live-Action,Original
,Scream 2,1997,Live-Action,Sequel
,Scream 3,2000,Live-Action,Sequel
,Scream 4,2011,Live-Action,Sequel
The Secret Life of Pets,,,,
,The Secret Life of Pets,2016,Animated,Original
,The Secret Life of Pets 2,2019,Animated,Sequel
Shaft,,,,
,Shaft,1971,Live-Action,Original
,Shaft's Big Score,1972,Live-Action,Sequel
,Shaft in Africa,1973,Live-Action,Sequel
,Shaft,2000,Live-Action,Sequel
,Shaft,2019,Live-Action,Sequel
Shanghai,,,,
,Shanghai Noon,2000,Live-Action,Original
,Shanghai Knights,2003,Live-Action,Sequel
Sharknado,,,,
,Sharknado,2013,Live-Action,Original
,Sharknado 2: The Second One,2014,Live-Action,Sequel
,Lavalantula,2015,Live-Action,Spin-Off
,Sharknado 3: Oh Hell No!,2015,Live-Action,Sequel
,2 Lava 2 Lantula,2016,Live-Action,Sequel
,Sharknado: The 4th Awakens,2016,Live-Action,Sequel
,Sharknado 5: Global Swarming,2017,Live-Action,Sequel
,The Last Sharknado: It's About Time,2018,Live-Action,Sequel
Sherlock Holmes,,,,
,Sherlock Holmes,2009,Live-Action,Original
,Sherlock Holmes: A Game of Shadows,2011,Live-Action,Sequel
Short Circuit,,,,
,Short Circuit,1986,Live-Action,Original
,Short Circuit 2,1988,Live-Action,Sequel
Shrek,,,,
,Shrek,2001,Animated,Original
,Shrek 2,2004,Animated,Sequel
,Shrek the Third,2007,Animated,Sequel
,Shrek Forever After,2010,Animated,Sequel
,Puss in Boots,2011,Animated,Spin-Off
,Puss in Boots: The Three Diablos,2012,Animated,Spin-Off
,Puss in Boots 2,2018,Animated,Sequel
Sicario,,,,
,Sicario,2015,Live-Action,Original
,Sicario: Day of the Soldado,2018,Live-Action,Sequel
Sin City,,,,
,Sin City,2005,Live-Action,Original
,Sin City: A Dame to Kill For,2014,Live-Action,Sequel
Sister Act,,,,
,Sister Act,1992,Live-Action,Original
,Sister Act 2: Back in the Habit,1993,Live-Action,Sequel
Smokey and the Bandit,,,,
,Smokey and the Bandit,1977,Live-Action,Original
,Smokey and the Bandit II,1980,Live-Action,Sequel
,Smokey and the Bandit Part 3,1983,Live-Action,Sequel
The Smurfs,,,,
,The Smurfs,2011,Animated,Original
,The Smurfs 2,2013,Animated,Sequel
,Smurfs: The Lost Village,2017,Animated,Sequel
Species,,,,
,Species,1995,Live-Action,Original
,Species II,1998,Live-Action,Sequel
,Species III,2004,Live-Action,Sequel
,Species: The Awakening,2007,Live-Action,Sequel
Spider-Man (Sam Raimi Trilogy),,,,
,Spider-Man,2002,Live-Action,Original
,Spider-Man 2,2004,Live-Action,Sequel
,Spider-Man 3,2007,Live-Action,Sequel
Spider-Man,,,,
,Spider-Man,1977,Live-Action,Original
,Spider-Man Strikes Back,1978,Live-Action,Sequel
,Spider-Man: The Dragon's Challenge,1981,Live-Action,Sequel
,Spider-Man,2002,Live-Action,Reboot
,Spider-Man 2,2004,Live-Action,Sequel
,Spider-Man 3,2007,Live-Action,Sequel
,The Amazing Spider-Man,2012,Live-Action,Reboot
,The Amazing Spider-Man 2,2014,Live-Action,Sequel
,Spider-Man: Homecoming,2017,Live-Action,Reboot
,Spider-Man: Into the Spider-Verse,2018,Live-Action,Original
,Spider-Man: Far From Home,2019,Live-Action,Sequel
Spongebob,,,,
,The SpongeBob SquarePants Movie,2004,Animated,Original
,The SpongeBob Movie: Sponge Out of Water,2015,Animated,Original
Spy Kids,,,,
,Spy Kids,2001,Live-Action,Original
,Spy Kids 2: The Island of Lost Dreams,2002,Live-Action,Sequel
,Spy Kids 3-D: Game Over,2003,Live-Action,Sequel
,Spy Kids: All the Time in the World,2011,Live-Action,Sequel
Stakeout,,,,
,Stakeout,1987,Live-Action,Original
,Another Stakeout,1993,Live-Action,Sequel
Star Trek,,,,
,Star Trek: The Motion Picture,1979,Live-Action,Original
,Star Trek II: The Wrath of Khan,1982,Live-Action,Sequel
,Star Trek III: The Search for Spock,1984,Live-Action,Sequel
,Star Trek IV: The Voyage Home,1986,Live-Action,Sequel
,Star Trek V: The Final Frontier,1989,Live-Action,Sequel
,Star Trek VI: The Undiscovered Country,1991,Live-Action,Sequel
,Star Trek Generations,1994,Live-Action,Sequel
,Star Trek: First Contact,1996,Live-Action,Sequel
,Star Trek: Insurrection,1998,Live-Action,Sequel
,Star Trek: Nemesis,2002,Live-Action,Sequel
,Star Trek,2009,Live-Action,Sequel
,Star Trek Into Darkness,2013,Live-Action,Sequel
,Star Trek Beyond,2016,Live-Action,Sequel
Star Wars,,,,
,Star Wars,1977,Live-Action,Original
,The Star Wars Holiday Special,1978,Live-Action,Spin-Off
,The Empire Strikes Back,1980,Live-Action,Sequel
,Return of the Jedi,1983,Live-Action,Sequel
,Star Wars: Episode I - The Phantom Menace,1999,Live-Action,Prequel
,Star Wars: Episode II - Attack of the Clones,2002,Live-Action,Prequel
,Star Wars: Episode III - Revenge of the Sith,2005,Live-Action,Prequel
,Star Wars: The Clone Wars,2008 - 2020,Animated,TV Show
,Star Wars Rebels,2014 - 2018,Animated,TV Show
,Star Wars: Episode VII - The Force Awakens,2015,Live-Action,Sequel
,Rogue One: A Star Wars Story,2016,Live-Action,Prequel
,Star Wars: Episode VIII - The Last Jedi,2017,Live-Action,Sequel
,Solo: A Star Wars Story,2018,Live-Action,Prequel
,Star Wars Resistance,2019 - TBD,Animated,TV Show
,The Mandalorian,2019 - TBD,Live-Action,TV Show
,Star Wars: Episode IX - The Rise of Skywalker,2019,Live-Action,Sequel
Stargate,,,,
,Stargate,1994,Live-Action,Original
,Stargate SG-1,1997 - 2007,Live-Action,TV Show
,Stargate: Atlantis,2004 - 2009,Live-Action,TV Show
,Stargate: Continuum,2008,Live-Action,Sequel
,Stargate: The Ark of Truth,2008,Live-Action,Sequel
,Stargate Universe,2009 - 2011,Live-Action,TV Show
,Stargate Origins,2018 - TBD,Live-Action,TV Show
Starship Troopers,,,,
,Starship Troopers,1988,Live-Action,Original
,Starship Troopers,1997,Live-Action,Reboot
,Roughnecks: The Starship Troopers Chronicles,1999 - 2000,Live-Action,TV Show
,Starship Troopers 2: Hero of the Federation,2004,Live-Action,Sequel
,Starship Troopers 3: Marauder,2008,Live-Action,Sequel
,Starship Troopers: Invasion,2012,Live-Action,Sequel
,Starship Troopers: Traitor of Mars,2017,Live-Action,Sequel
Step Up,,,,
,Step Up,2006,Live-Action,Original
,Step Up 2: The Streets,2008,Live-Action,Sequel
,Step Up 3D,2010,Live-Action,Sequel
,Step Up Revolution,2012,Live-Action,Sequel
,Step Up: All In,2014,Live-Action,Sequel
,Step Up: Year of the Dance,2019,Live-Action,Spin-Off
Stuart Little,,,,
,Stuart Little,1999,Live-Action,Original
,Stuart Little 2,2002,Live-Action,Sequel
,Stuart Little 3: Call of the Wild,2005,Animated,Sequel
Super Troopers,,,,
,Super Troopers,2001,Live-Action,Original
,Super Troopers 2,2018,Live-Action,Sequel
Superman,,,,
,Superman,1948,Live-Action,Original
,Superman and the Mole Men,1951,Live-Action,Original
,Superman,1978,Live-Action,Reboot
,Superman II,1980,Live-Action,Sequel
,Superman III,1983,Live-Action,Sequel
,Supergirl,1984,Live-Action,Spin-Off
,Superman IV: The Quest for Peace,1987,Live-Action,Sequel
,Superman Returns,2006,Live-Action,Sequel
,Man of Steel,2013,Live-Action,Reboot
,Batman v Superman: Dawn of Justice,2016,Live-Action,Sequel
T,,,,
Taken,,,,
,Taken,2008,Live-Action,Original
,Taken 2,2012,Live-Action,Sequel
,Taken 3,2014,Live-Action,Sequel
Tales from the Crypt,,,,
,Tales from the Crypt,1972,Live-Action,Original
,The Vault of Horror,1973,Live-Action,Sequel
,Tales from the Crypt,1989 - 1996,Live-Action,TV Show
,Tales from the Crypt: Demon Knight,1995,Live-Action,Sequel
,Bordello of Blood,1996,Live-Action,Sequel
,Ritual,2002,Live-Action,Sequel
Tangled,,,,
,Tangled,2010,Animated,Original
,Tangled: Before Ever After,2017,Animated,Prequel
Tarzan,,,,
,Tarzan of the Apes,1918,Live-Action,Original
,The Revenge of Tarzan,1920,Live-Action,Sequel
,The Son of Tarzan,1920,Live-Action,Sequel
,Adventures of Tarzan,1921,Live-Action,Sequel
,Tarzan and the Golden Lion,1927,Live-Action,Sequel
,Tarzan the Mighty,1928,Live-Action,Sequel
,Tarzan the Tiger,1929,Live-Action,Sequel
,Tarzan the Ape Man,1932,Live-Action,Sequel
,Tarzan the Fearless,1933,Live-Action,Sequel
,Tarzan and His Mate,1934,Live-Action,Sequel
,The New Adventures of Tarzan,1935,Live-Action,Sequel
,Tarzan Escapes,1936,Live-Action,Sequel
,Tarzan's Revenge,1938,Live-Action,Sequel
,Tarzan Finds a Son!,1939,Live-Action,Sequel
,Tarzan's Secret Treasure,1941,Live-Action,Sequel
,Tarzan's New York Adventure,1942,Live-Action,Sequel
,Tarzan Triumphs,1943,Live-Action,Sequel
,Tarzan's Desert Mystery,1943,Live-Action,Sequel
,Tarzan and the Amazons,1945,Live-Action,Sequel
,Tarzan and the Leopard Woman,1946,Live-Action,Sequel
,Tarzan and the Huntress,1947,Live-Action,Sequel
,Tarzan and the Mermaids,1948,Live-Action,Sequel
,Tarzan's Magic Fountain,1949,Live-Action,Sequel
,Tarzan and the Slave Girl,1950,Live-Action,Sequel
,Tarzan's Peril,1951,Live-Action,Sequel
,Tarzan's Savage Fury,1952,Live-Action,Sequel
,Tarzan and the She-Devil,1953,Live-Action,Sequel
,Tarzan's Hidden Jungle,1955,Live-Action,Sequel
,Tarzan and the Lost Safari,1957,Live-Action,Sequel
,Tarzan's Fight for Life,1958,Live-Action,Sequel
,Tarzan's Greatest Adventure,1959,Live-Action,Sequel
,"Tarzan, the Ape Man",1959,Live-Action,Sequel
,Tarzan and the Trappers,1960,Live-Action,TV Movie
,Tarzan the Magnificent,1960,Live-Action,Sequel
,Tarzan Goes to India,1962,Live-Action,Sequel
,Tarzan's Three Challenges,1963,Live-Action,Sequel
,Tarzan and the Valley of Gold,1966,Live-Action,Sequel
,Tarzan and the Great River,1967,Live-Action,Sequel
,Tarzan's Jungle Rebellion,1967,Live-Action,Sequel
,Tarzan and the Jungle Boy,1968,Live-Action,Sequel
,Tarzan's Deadly Silence,1970,Live-Action,Sequel
,Tarzan the Ape Man,1981,Live-Action,Sequel
,Tarzan and the Lost City,1998,Live-Action,Sequel
,Tarzan,1999,Animated,Reboot
,Tarzan & Jane,2002,Animated,Spin-Off
,Tarzan 2: The Legend Begins,2005,Animated,Sequel
,The Legend of Tarzan,2016,Live-Action,Reboot
Ted,,,,
,Ted,2012,Live-Action,Original
,Ted 2,2015,Live-Action,Sequel
Teen Wolf,,,,
,Teen Wolf,1985,Live-Action,Original
,Teen Wolf Too,1987,Live-Action,Sequel
,Teen Witch,1989,Live-Action,Spin-Off
Teenage Mutant Ninja Turtles,,,,
,Teenage Mutant Ninja Turtles,1987 - 1996,Animated,TV Show
,Teenage Mutant Ninja Turtles,1990,Live-Action,Original
,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,Live-Action,Sequel
,Teenage Mutant Ninja Turtles III,1993,Live-Action,Sequel
,TMNT,2007,Animated,Original
,Teenage Mutant Ninja Turtles,2014,Live-Action,Reboot
The Terminator,,,,
,The Terminator,1984,Live-Action,Original
,Terminator 2: Judgment Day,1991,Live-Action,Sequel
,Terminator 3: Rise of the Machines,2003,Live-Action,Sequel
,Terminator Salvation,2009,Live-Action,Sequel
,Terminator Genisys,2015,Live-Action,Sequel
,Terminator: Dark Fate,2019,Live-Action,Sequel
The Texas Chainsaw Massacre,,,,
,The Texas Chain Saw Massacre,1974,Live-Action,Original
,The Texas Chain Saw Massacre 2,1986,Live-Action,Sequel
,Leatherface: Texas Chainsaw Massacre III,1990,Live-Action,Sequel
,Texas Chainsaw Massacre: The Next Generation,1994,Live-Action,Sequel
,The Texas Chainsaw Massacre,2003,Live-Action,Reboot
,The Texas Chainsaw Massacre: The Beginning,2006,Live-Action,Prequel
,Texas Chainsaw 3D,2013,Live-Action,Sequel
,Leatherface,2017,Live-Action,Spin-Off
The Thing,,,,
,The Thing,1982,Live-Action,Original
,The Thing,2011,Live-Action,Remake
Thor,,,,
,Thor,2011,Live-Action,Original
,Thor: The Dark World,2013,Live-Action,Sequel
,Thor: Ragnarok,2017,Live-Action,Sequel
Three Flavours Cornetto,,,,
,Shaun of the Dead,2004,Live-Action,Original
,Hot Fuzz,2007,Live-Action,Sequel
,The World's End,2013,Live-Action,Sequel
Three Men and a Baby,,,,
,Three Men and a Baby,1987,Live-Action,Original
,Three Men and a Little Lady,1990,Live-Action,Sequel
The Three Musketeers,,,,
,The Three Musketeers,1993,Live-Action,Original
,The Three Musketeers,2011,Live-Action,Remake
Tomb Raider,,,,
,Lara Croft: Tomb Raider,2001,Live-Action,Original
,Lara Croft: Tomb Raider The Cradle of Life,2003,Live-Action,Sequel
,Tomb Raider,2018,Live-Action,Reboot
,Tomb Raider 2,2021,Live-Action,Sequel
Total Recall,,,,
,Total Recall,1990,Live-Action,Original
,Total Recall,2012,Live-Action,Remake
Toy Story,,,,
,Toy Story,1995,Animated,Original
,Toy Story 2,1999,Animated,Sequel
,Toy Story 3,2010,Animated,Sequel
,Toy Story 4,2019,Animated,Sequel
Transformers,,,,
,Transformers,2007,Live-Action,Original
,Transformers: Revenge of the Fallen,2009,Live-Action,Sequel
,Transformers: Dark of the Moon,2011,Live-Action,Sequel
,Transformers: Age of Extinction,2014,Live-Action,Sequel
,Transformers: The Last Knight,2017,Live-Action,Sequel
,Bumblebee,2018,Live-Action,Spin-Off
The Transporter,,,,
,The Transporter,2002,Live-Action,Original
,Transporter 2,2005,Live-Action,Sequel
,Transporter 3,2008,Live-Action,Sequel
,The Transporter Refueled,2015,Live-Action,Sequel
Tremors,,,,
,Tremors,1990,Live-Action,Original
,Tremors 2: Aftershocks,1996,Live-Action,Sequel
,Tremors 3: Back to Perfection,2001,Live-Action,Sequel
,Tremors 4: The Legend Begins,2004,Live-Action,Sequel
,Tremors 5: Bloodlines,2015,Live-Action,Sequel
,Tremors: A Cold Day in Hell,2018,Live-Action,Sequel
Tron,,,,
,Tron,1982,Live-Action,Original
,Tron: Legacy,2010,Live-Action,Remake
The Twilight Saga,,,,
,Twilight,2008,Live-Action,Original
,The Twilight Saga: New Moon,2009,Live-Action,Sequel
,The Twilight Saga: Eclipse,2010,Live-Action,Sequel
,The Twilight Saga: Breaking Dawn Part 1,2011,Live-Action,Sequel
,The Twilight Saga: Breaking Dawn Part 2,2012,Live-Action,Sequel
U,,,,
Unbreakable,,,,
,Unbreakable,2000,Live-Action,Original
,Split,2017,Live-Action,Sequel
,Glass,2019,Live-Action,Sequel
Under Siege,,,,
,Under Siege,1992,Live-Action,Original
,Under Siege 2: Dark Territory,1995,Live-Action,Sequel
Underworld,,,,
,Underworld,2003,Live-Action,Original
,Underworld: Evolution,2006,Live-Action,Sequel
,Underworld: Rise of the Lycans,2009,Live-Action,Sequel
,Underworld: Endless War,2011,Live-Action,Sequel
,Underworld: Awakening,2012,Live-Action,Sequel
,Underworld: Blood Wars,2016,Live-Action,Sequel
Universal Soldier,,,,
,Universal Soldier,1992,Live-Action,Original
,Universal Soldier II: Brothers in Arms,1998,Live-Action,Sequel
,Universal Soldier III: Unfinished Business,1999,Live-Action,Sequel
,Universal Soldier: The Return,1999,Live-Action,Sequel
,Universal Soldier: Regeneration,2009,Live-Action,Sequel
,Universal Soldier: Day of Reckoning,2012,Live-Action,Sequel
W,,,,
War Games,,,,
,WarGames,1983,Live-Action,Original
,WarGames: The Dead Code,2008,Live-Action,Sequel
Wayne's World,,,,
,Wayne's World,1992,Live-Action,Original
,Wayne's World 2,1993,Live-Action,Sequel
The Wizard of Oz,,,,
,The Wonderful Wizard of Oz,1910,Live-Action,Original
,"His Majesty, the Scarecrow of Oz",1914,Live-Action,Spin-Off
,The Magic Cloak of Oz,1914,Live-Action,Spin-Off
,The Patchwork Girl of Oz,1914,Live-Action,Spin-Off
,Wizard of Oz,1925,Live-Action,Original
,The Wizard of Oz,1939,Live-Action,Original
,The Wonderful Land of Oz,1969,Live-Action,Spin-Off
,Journey Back to Oz,1971,Animated,Sequel
,The Wiz,1978,Live-Action,Original
,Return to Oz,1985,Live-Action,Sequel
,After the Wizard,2012,Live-Action,Sequel
,Oz the Great and Powerful,2013,Live-Action,Original
,OzLand,2014,Live-Action,Original
Wolverine,,,,
,X-Men Origins: Wolverine,2009,Live-Action,Original
,The Wolverine,2013,Live-Action,Sequel
,Logan,2017,Live-Action,Sequel
Wonder Woman,,,,
,Wonder Woman,2017,Live-Action,Original
,Wonder Woman 1984,2020,Live-Action,Sequel
Wreck-It Ralph,,,,
,Wreck-It Ralph,2012,Animated,Original
,Ralph Breaks the Internet,2018,Animated,Sequel
X,,,,
X-Men,,,,
,X-Men,2000,Live-Action,Original
,X2,2003,Live-Action,Sequel
,X-Men: The Last Stand,2006,Live-Action,Sequel
,X-Men Origins: Wolverine,2009,Live-Action,Spin-Off
,X-Men: First Class,2011,Live-Action,Sequel
,The Wolverine,2013,Live-Action,Spin-Off
,X-Men: Days of Future Past,2014,Live-Action,Sequel
,Deadpool,2016,Live-Action,Spin-Off
,X-Men: Apocalypse,2016,Live-Action,Sequel
,Logan,2017,Live-Action,Spin-Off
,Deadpool 2,2018,Live-Action,Spin-Off
,Once Upon a Deadpool,2018,Live-Action,Spin-Off
,Dark Phoenix,2019,Live-Action,Sequel
XXX,,,,
,xXx,2002,Live-Action,Original
,xXx: State of the Union,2005,Live-Action,Sequel
,xXx: Return of Xander Cage,2017,Live-Action,Sequel
Y,,,,
Young Guns,,,,
,Young Guns,1988,Live-Action,Original
,Young Guns II,1990,Live-Action,Sequel
Z,,,,
Zombieland,,,,
,Zombieland,2009,Live-Action,Original
,Zombieland: Double Tap,2019,Live-Action,Sequel
Zoolander,,,,
,Zoolander,2001,Live-Action,Original
,Zoolander 2,2016,Live-Action,Sequel
Zorro,,,,
,The Mark of Zorro,1920,Live-Action,Original
,Don Q Son of Zorro,1925,Live-Action,Original
,The Bold Caballero,1936,Live-Action,Original
,Zorro's Fighting Legion,1939,Live-Action,Original
,The Mark of Zorro,1940,Live-Action,Original
,Zorro's Black Whip,1944,Live-Action,Original
,The Sign of Zorro,1958,Live-Action,Original
,"Zorro, the Avenger",1959,Live-Action,Original
,The Mark of Zorro,1974,Live-Action,Reboot
,The Mask of Zorro,1998,Live-Action,Sequel
,The Legend of Zorro,2005,Live-Action,Sequel